stk_code,sector,industry,mkt_cap,mkt_cap_gp
CPRI,,,7570461122.0,medium
CPRT,Consumer Discretionary,Other Specialty Stores,29754461687.0,large
CPRX,Health Care,Biotechnology: Pharmaceutical Preparations,1843103609.0,small
CPS,Consumer Discretionary,Auto Parts:O.E.M.,114794875.0,micro
CPSH,,,41872479.0,nano
CPSI,Technology,EDP Services,408427815.0,small
CPSS,Finance,Diversified Financial Services,164329447.0,micro
CPT,Real Estate,Real Estate Investment Trusts,12440343927.0,large
CPTK,Industrials,Wholesale Distributors,347242500.0,small
CPTN,Technology,Computer Software: Prepackaged Software,208217234.0,micro
CPTNW,Technology,Computer Software: Prepackaged Software,0.0,nano
CPUH,Industrials,Consumer Electronics/Appliances,1083515625.0,small
CPZ,Finance,Trusts Except Educational Religious and Charitable,312151885.0,small
CQP,Utilities,Oil/Gas Transmission,28311009629.0,large
CR,Industrials,Office Equipment/Supplies/Services,5784560314.0,medium
CRAI,Consumer Discretionary,Other Consumer Services,831214103.0,small
CRBG,Finance,Finance Companies,13119300000.0,large
CRBP,Health Care,Biotechnology: Pharmaceutical Preparations,15033706.0,nano
CRBU,Health Care, Medicinal Chemicals and Botanical Products ,497772738.0,small
CRC,Energy,Oil & Gas Production,3170270716.0,medium
CRCT,Industrials,Wholesale Distributors,2005031662.0,medium
CRDF,Health Care,Biotechnology: Biological Products (No Diagnostic Substances),62994808.0,micro
CRDL,Health Care,Pharmaceuticals and Biotechnology,44592087.0,nano
CRDO,Technology,Semiconductors,2198490071.0,medium
CREC,Finance,Business Services,273968330.0,micro
CRECU,Finance,Business Services,0.0,nano
CREG,Utilities,Power Generation,20749707.0,nano
CRESW,Finance,Real Estate,0.0,nano
CRESY,Finance,Real Estate,346420953.0,small
CREX,Technology,EDP Services,13953621.0,nano
CREXW,Technology,EDP Services,0.0,nano
CRF,Finance,Finance/Investors Services,773310498.0,small
CRGE,Technology,EDP Services,260006415.0,micro
CRGY,Energy,Oil & Gas Production,587111102.0,small
CRH,Industrials,Building Materials,30321878729.0,large
CRI,Consumer Discretionary,Clothing/Shoe/Accessory Stores,2712144201.0,medium
CRIS,Health Care,Biotechnology: Biological Products (No Diagnostic Substances),53423971.0,micro
CRK,Energy,Oil & Gas Production,3539091245.0,medium
CRKN,,,3111471.0,nano
CRL,Consumer Discretionary,EDP Services,10904822340.0,large
CRM,Technology,Computer Software: Prepackaged Software,134750000000.0,large
CRMD,Health Care,Biotechnology: Pharmaceutical Preparations,169256749.0,micro
CRMT,Consumer Discretionary,Other Specialty Stores,472440551.0,small
CRNC,Technology,EDP Services,735335423.0,small
CRNT,Technology,Radio And Television Broadcasting And Communications Equipment,165163175.0,micro
CRNX,Health Care,Biotechnology: Pharmaceutical Preparations,876572654.0,small
CRON,Health Care,Pharmaceuticals and Biotechnology,1071064064.0,small
CROX,Consumer Discretionary,Shoe Manufacturing,5974439814.0,medium
CRS,Industrials,Steel/Iron Ore,1927139156.0,small
CRSP,Health Care,Biotechnology: Biological Products (No Diagnostic Substances),3929582836.0,medium
CRSR,Technology,Computer Manufacturing,1575369519.0,small
CRT,Energy,Oil & Gas Production,134280000.0,micro
CRTO,Consumer Discretionary,Advertising,1577522881.0,small
CRUS,Technology,Semiconductors,4325010209.0,medium
CRVL,Finance,Specialty Insurers,2499143345.0,medium
CRVS,Health Care,Biotechnology: Pharmaceutical Preparations,37256775.0,nano
CRWD,Technology,EDP Services,28260860466.0,large
CRWS,,,57872512.0,micro
CRZN,Finance,Business Services,256149868.0,micro
CS,Finance,Investment Bankers/Brokers/Service,12478916410.0,large
CSAN,Consumer Discretionary,Retail-Auto Dealers and Gas Stations,5591868973.0,medium
CSBR,Health Care,Biotechnology: Biological Products (No Diagnostic Substances),62203229.0,micro
CSCO,Telecommunications,Computer Communications Equipment,202529481006.0,mega
CSGP,Finance,Real Estate,33047634276.0,large
CSGS,Technology,EDP Services,1792344083.0,small
CSII,Health Care,Medical/Dental Instruments,588445556.0,small
CSIQ,,,2262262499.0,medium
CSL,,,12893824394.0,large
CSLM,Finance,Business Services,239796563.0,micro
CSLMR,Finance,Business Services,0.0,nano
CSLMW,Finance,Business Services,0.0,nano
CSPI,Technology,EDP Services,41448571.0,nano
CSQ,Finance,Finance Companies,2213406729.0,medium
CSR,Real Estate,Real Estate Investment Trusts,977977321.0,small
CSSE,Consumer Discretionary,Movies/Entertainment,77664234.0,micro
CSSEL,Consumer Discretionary,Movies/Entertainment,0.0,nano
CSSEN,Consumer Discretionary,Movies/Entertainment,0.0,nano
CSSEP,Consumer Discretionary,Movies/Entertainment,0.0,nano
CSTA,Finance,Business Services,390406250.0,small
CSTE,Consumer Discretionary,Multi-Sector Companies,209430041.0,micro
CSTL,Health Care,Medical Specialities,654836664.0,small
CSTM,Industrials,Metal Fabrications,1763365454.0,small
CSTR,Finance,Major Banks,383070145.0,small
CSV,Consumer Discretionary,Other Consumer Services,380672083.0,small
CSWC,Finance,Finance/Investors Services,562877055.0,small
CSWI,Industrials,Home Furnishings,1796245068.0,small
CSX,Industrials,Railroads,68685693176.0,large
CTAQ,Industrials,Consumer Electronics/Appliances,519294750.0,small
CTAQU,Industrials,Consumer Electronics/Appliances,0.0,nano
CTAQW,Industrials,Consumer Electronics/Appliances,0.0,nano
CTAS,Consumer Discretionary,Business Services,46637735947.0,large
CTBB,,,0.0,nano
CTBI,Finance,Major Banks,827645353.0,small
CTDD,,,0.0,nano
CTG,Technology,EDP Services,106216169.0,micro
CTGO,Basic Materials,Precious Metals,151615324.0,micro
CTHR,Consumer Discretionary,Consumer Specialties,26093627.0,nano
CTIB,Miscellaneous,Diversified Commercial Services,15583742.0,nano
CTIC,Health Care,Biotechnology: Pharmaceutical Preparations,744868972.0,small
CTKB,Health Care,Biotechnology: Electromedical & Electrotherapeutic Apparatus,1545419494.0,small
CTLP,Technology,EDP Services,302878829.0,small
CTLT,Health Care,Biotechnology: Pharmaceutical Preparations,8325115627.0,medium
CTM,Technology,EDP Services,59816652.0,micro
CTMX,Health Care,Biotechnology: Pharmaceutical Preparations,108378362.0,micro
CTO,Real Estate,Real Estate Investment Trusts,427126513.0,small
CTOS,Consumer Discretionary,Diversified Commercial Services,1583110323.0,small
CTR,Finance,Investment Managers,206901535.0,micro
CTRA,Energy,Oil & Gas Production,19475143570.0,large
CTRE,Real Estate,Real Estate Investment Trusts,1900793056.0,small
CTRM,Consumer Discretionary,Marine Transportation,118262610.0,micro
CTRN,,,242247803.0,micro
CTS,Technology,Industrial Machinery/Components,1253835995.0,small
CTSH,Technology,EDP Services,29925644985.0,large
CTSO,Health Care,Medical/Dental Instruments,51053787.0,micro
CTV,Consumer Discretionary,Advertising,298040791.0,micro
CTVA,Industrials,Major Chemicals,44084156400.0,large
CTXR,Health Care,Biotechnology: Pharmaceutical Preparations,163665186.0,micro
CUBA,Finance,Investment Managers,25395561.0,nano
CUBB,Finance,Major Banks,0.0,nano
CUBE,Real Estate,Real Estate Investment Trusts,9463577268.0,medium
CUBI,Finance,Major Banks,930590548.0,small
CUE,Health Care,Biotechnology: Pharmaceutical Preparations,126975517.0,micro
CUEN,Technology,Computer Software: Prepackaged Software,5156146.0,nano
CUENW,Technology,Computer Software: Prepackaged Software,0.0,nano
CUK,,,10367084692.0,large
CULL,Finance,Savings Institutions,83686591.0,micro
CULP,Consumer Discretionary,Textiles,56305430.0,micro
CURI,Industrials,Broadcasting,64423460.0,micro
CURIW,Industrials,Broadcasting,0.0,nano
CURO,Finance,Diversified Financial Services,145342518.0,micro
CURV,Consumer Discretionary,Clothing/Shoe/Accessory Stores,313052119.0,small
CUTR,Health Care,Biotechnology: Electromedical & Electrotherapeutic Apparatus,952527612.0,small
CUZ,Real Estate,Real Estate Investment Trusts,3923662221.0,medium
CVAC,Health Care,Biotechnology: Pharmaceutical Preparations,1364330802.0,small
CVBF,Finance,Major Banks,3593065626.0,medium
CVCO,Consumer Discretionary,Homebuilding,2120868149.0,medium
CVCY,Finance,Major Banks,238863744.0,micro
CVE,,,35461031760.0,large
CVEO,,,405209133.0,small
CVGI,Consumer Discretionary,Auto Parts:O.E.M.,237956492.0,micro
CVGW,Consumer Discretionary,Specialty Foods,608018656.0,small
CVI,Energy,Integrated oil Companies,2993801238.0,medium
CVII,Industrials,Consumer Electronics/Appliances,1718100000.0,small
CVLG,Industrials,Trucking Freight/Courier Services,513457735.0,small
CVLT,Technology,Computer Software: Prepackaged Software,2880332218.0,medium
CVLY,Finance,Savings Institutions,224055487.0,micro
CVM,Health Care,Biotechnology: Biological Products (No Diagnostic Substances),101046186.0,micro
CVNA,Consumer Discretionary,Other Specialty Stores,557285139.0,small
CVR,Consumer Discretionary,Industrial Specialties,26491339.0,nano
CVRX,Health Care,Biotechnology: Electromedical & Electrotherapeutic Apparatus,313290961.0,small
CVS,Health Care,Managed Health Care,132290188700.0,large
CVT,Technology,Computer Software: Prepackaged Software,2767334781.0,medium
CVU,Industrials,Military/Government/Technical,45075674.0,nano
CVV,Technology,Industrial Machinery/Components,38537347.0,nano
CVX,Energy,Integrated oil Companies,333223930632.0,mega
CW,,,6497747664.0,medium
CWAN,Technology,Computer Software: Prepackaged Software,3456800819.0,medium
CWBC,Finance,Major Banks,127542149.0,micro
CWBR,Health Care,Biotechnology: In Vitro & In Vivo Diagnostic Substances,5435952.0,nano
CWCO,Utilities,Water Supply,238251043.0,micro
CWEN,Utilities,Electric Utilities: Central,3949156696.0,medium
CWH,Consumer Discretionary,Other Specialty Stores,1035610164.0,small
CWK,Finance,Real Estate,2797124968.0,medium
CWST,Utilities,Environmental Services,4357678933.0,medium
CWT,Utilities,Water Supply,3450622560.0,medium
CX,Industrials,Building Materials,6055894953.0,medium
CXAC,Industrials,Consumer Electronics/Appliances,364406250.0,small
CXDO,Consumer Discretionary,Telecommunications Equipment,50183233.0,micro
CXE,Finance,Investment Managers,111916494.0,micro
CXH,Finance,Investment Managers,67506915.0,micro
CXM,Technology,Computer Software: Prepackaged Software,2320584419.0,medium
CXW,,,1362526805.0,small
CYAD,Health Care,Biotechnology: Pharmaceutical Preparations,22356719.0,nano
CYAN,Consumer Staples,Farming/Seeds/Milling,5910705.0,nano
CYBN,Health Care,Pharmaceuticals and Biotechnology,54733483.0,micro
CYBR,Technology,Computer Software: Prepackaged Software,5738966573.0,medium
CYCC,Health Care,Biotechnology: Pharmaceutical Preparations,9279000.0,nano
CYCCP,Health Care,Biotechnology: Pharmaceutical Preparations,0.0,nano
CYCN,Health Care,Biotechnology: Pharmaceutical Preparations,28271220.0,nano
CYD,Industrials,Construction/Ag Equipment/Trucks,312972280.0,small
CYH,Health Care,Hospital/Nursing Management,502480158.0,small
CYN,Technology,EDP Services,24320898.0,nano
CYRN,Technology,Computer Software: Prepackaged Software,5439069.0,nano
CYRX,,,896207055.0,small
CYT,Health Care,Biotechnology: Pharmaceutical Preparations,46779364.0,nano
CYTH,Health Care,Biotechnology: Pharmaceutical Preparations,15182508.0,nano
CYTHW,Health Care,Biotechnology: Pharmaceutical Preparations,0.0,nano
CYTK,Health Care,Biotechnology: Pharmaceutical Preparations,3918669751.0,medium
CYTO,Health Care,Biotechnology: Pharmaceutical Preparations,5457822.0,nano
CYXT,Technology,EDP Services,353846489.0,small
CZFS,Finance,Major Banks,300527425.0,small
CZNC,Finance,Major Banks,372009984.0,small
CZOO,Consumer Discretionary,Retail-Auto Dealers and Gas Stations,181263472.0,micro
CZR,Consumer Discretionary,Hotels/Resorts,10661789757.0,large
CZWI,Finance,Savings Institutions,127480698.0,micro
D,Utilities,Electric Utilities: Central,49388221400.0,large
DAC,Consumer Discretionary,Marine Transportation,1101581178.0,small
DADA,Consumer Discretionary,Department/Specialty Retail Stores,2034489276.0,medium
DAIO,Technology,Industrial Machinery/Components,34560214.0,nano
DAKT,Industrials,Office Equipment/Supplies/Services,106339843.0,micro
DAL,Consumer Discretionary,Air Freight/Delivery Services,21999172700.0,large
DALN,Consumer Discretionary,Newspapers/Magazines,22266358.0,nano
DALS,Industrials,Consumer Electronics/Appliances,255474000.0,micro
DAN,Consumer Discretionary,Auto Parts:O.E.M.,2369632776.0,medium
DAO,Real Estate,Other Consumer Services,654619448.0,small
DAOO,Finance,Business Services,291525000.0,micro
DAOOU,Finance,Business Services,0.0,nano
DAOOW,Finance,Business Services,0.0,nano
DAR,Consumer Staples,Farming/Seeds/Milling,9949649629.0,medium
DARE,Health Care,Biotechnology: Pharmaceutical Preparations,78100800.0,micro
DASH,Industrials,Industrial Machinery/Components,22710715268.0,large
DATS,Technology,Computer Software: Prepackaged Software,8799217.0,nano
DATSW,Technology,Computer Software: Prepackaged Software,0.0,nano
DAVA,Technology,EDP Services,4764839494.0,medium
DAVE,Technology,Retail: Computer Software & Peripheral Equipment,112033056.0,micro
DAVEW,Technology,Retail: Computer Software & Peripheral Equipment,0.0,nano
DAWN,Health Care,Biotechnology: Pharmaceutical Preparations,1589405257.0,small
DB,Finance,Commercial Banks,21736924000.0,large
DBD,Technology,EDP Services,133641926.0,micro
DBGI,Consumer Discretionary,Apparel,6186322.0,nano
DBGIW,Consumer Discretionary,Apparel,0.0,nano
DBI,Consumer Discretionary,Clothing/Shoe/Accessory Stores,640142336.0,small
DBL,,,228463901.0,micro
DBRG,Real Estate,Building operators,2131404482.0,medium
DBTX,Health Care,Biotechnology: Pharmaceutical Preparations,61412675.0,micro
DBVT,Health Care,Biotechnology: Pharmaceutical Preparations,287538686.0,micro
DBX,Technology,Computer Software: Prepackaged Software,8607734250.0,medium
DC,Basic Materials,Precious Metals,229779708.0,micro
DCBO,,,1102695609.0,small
DCF,Finance,Finance/Investors Services,108755271.0,micro
DCFC,Technology,Electronic Components,191569234.0,micro
DCFCW,Technology,Electronic Components,0.0,nano
DCGO,Health Care,Managed Health Care,705390963.0,small
DCI,Industrials,Pollution Control Equipment,7284179031.0,medium
DCO,Industrials,Military/Government/Technical,595557529.0,small
DCOM,Finance,Savings Institutions,1227028347.0,small
DCOMP,Finance,Savings Institutions,0.0,nano
DCP,Utilities,Natural Gas Distribution,8146221452.0,medium
DCPH,Health Care,Biotechnology: Pharmaceutical Preparations,1073107690.0,small
DCRD,Finance,Business Services,402032813.0,small
DCRDU,Finance,Business Services,0.0,nano
DCRDW,Finance,Business Services,0.0,nano
DCT,Technology,Retail: Computer Software & Peripheral Equipment,1623410420.0,small
DCTH,Health Care,Medical Specialities,31811423.0,nano
DD,Consumer Discretionary,Wholesale Distributors,34596382339.0,large
DDD,Technology,Computer peripheral equipment,1197506914.0,small
DDF,Finance,Finance/Investors Services,63705392.0,micro
DDI,Technology,EDP Services,455891648.0,small
DDL,Consumer Discretionary,Catalog/Specialty Distribution,973555569.0,small
DDOG,Technology,EDP Services,25557215762.0,large
DDS,Consumer Discretionary,Department/Specialty Retail Stores,5391265425.0,medium
DDT,Consumer Discretionary,Department/Specialty Retail Stores,0.0,nano
DE,Industrials,Industrial Machinery/Components,132329798577.0,large
DEA,Real Estate,Real Estate Investment Trusts,1361302175.0,small
DECA,Finance,Business Services,111038850.0,micro
DECAU,Finance,Business Services,0.0,nano
DECAW,Finance,Business Services,0.0,nano
DECK,Consumer Discretionary,Shoe Manufacturing,10322844444.0,large
DEI,Real Estate,Real Estate Investment Trusts,2886453820.0,medium
DELL,Technology,Computer Manufacturing,29848227377.0,large
DEN,Energy,Oil & Gas Production,4471552146.0,medium
DENN,Consumer Discretionary,Restaurants,596943048.0,small
DEO,Consumer Staples,Beverages (Production/Distribution),107274294701.0,large
DERM,Health Care,Biotechnology: Pharmaceutical Preparations,26379444.0,nano
DESP,Consumer Discretionary,Other Consumer Services,329863711.0,small
DEX,Finance,Finance Companies,88673770.0,micro
DFFN,Health Care,Biotechnology: Pharmaceutical Preparations,12297835.0,nano
DFH,,,895134125.0,small
DFIN,Finance,Investment Managers,1107403319.0,small
DFLI,Technology,Electronic Components,617934556.0,small
DFLIW,Technology,Electronic Components,0.0,nano
DFP,Finance,Investment Managers,406915146.0,small
DFS,Finance,Finance: Consumer Services,28265205389.0,large
DG,Consumer Discretionary,Department/Specialty Retail Stores,55330291257.0,large
DGHI,,,13914189.0,nano
DGICA,Finance,Property-Casualty Insurers,457475191.0,small
DGICB,Finance,Property-Casualty Insurers,503255178.0,small
DGII,Technology,Computer Manufacturing,1406964097.0,small
DGLY,Technology,Security Systems Services,15092953.0,nano
DGNU,Finance,Business Services,529731559.0,small
DGX,Health Care,Medical Specialities,17209534987.0,large
DH,Technology,Computer Software: Prepackaged Software,1290383161.0,small
DHAC,Industrials,Consumer Electronics/Appliances,44149516.0,nano
DHACU,Industrials,Consumer Electronics/Appliances,0.0,nano
DHACW,Industrials,Consumer Electronics/Appliances,0.0,nano
DHC,Real Estate,Real Estate Investment Trusts,181383760.0,micro
DHCA,Finance,Business Services,389521094.0,small
DHCAU,Finance,Business Services,0.0,nano
DHCAW,Finance,Business Services,0.0,nano
DHCNI,Real Estate,Real Estate Investment Trusts,0.0,nano
DHCNL,Real Estate,Real Estate Investment Trusts,0.0,nano
DHF,Finance,Finance Companies,163657202.0,micro
DHHC,Industrials,Consumer Electronics/Appliances,433406250.0,small
DHHCW,Industrials,Consumer Electronics/Appliances,0.0,nano
DHI,,,30095423240.0,large
DHIL,Finance,Investment Managers,555822077.0,small
DHR,Health Care,Medical Specialities,199629211769.0,large
DHT,Consumer Discretionary,Marine Transportation,1535447520.0,small
DHX,Consumer Discretionary,Diversified Commercial Services,245114519.0,micro
DHY,Finance,Finance/Investors Services,194605822.0,micro
DIAX,Finance,Finance Companies,577506578.0,small
DIBS,Miscellaneous,Diversified Commercial Services,205943768.0,micro
DICE,Health Care,Biotechnology: Pharmaceutical Preparations,1617678147.0,small
DILA,Industrials,Consumer Electronics/Appliances,75946340.0,micro
DILAU,Industrials,Consumer Electronics/Appliances,0.0,nano
DILAW,Industrials,Consumer Electronics/Appliances,0.0,nano
DIN,Consumer Discretionary,Restaurants,1079463417.0,small
DINO,Energy,Integrated oil Companies,10162987038.0,large
DIOD,Technology,Semiconductors,3918125169.0,medium
DIS,Consumer Discretionary,Movies/Entertainment,171691185670.0,large
DISA,Finance,Business Services,345468750.0,small
DISH,Consumer Discretionary,Telecommunications Equipment,8353319854.0,medium
DIT,Consumer Discretionary,Food Distributors,116105991.0,micro
DJCO,Technology,Retail: Computer Software & Peripheral Equipment,373435681.0,small
DK,Energy,Integrated oil Companies,1812000216.0,small
DKDCA,Industrials,Consumer Electronics/Appliances,156184227.0,micro
DKDCW,Industrials,Consumer Electronics/Appliances,0.0,nano
DKL,Energy,Oil & Gas Production,1902782831.0,small
DKNG,Consumer Discretionary,Services-Misc. Amusement & Recreation,6081893584.0,medium
DKS,Consumer Discretionary,Other Specialty Stores,9758310917.0,medium
DLA,Consumer Discretionary,Department/Specialty Retail Stores,71922895.0,micro
DLB,Technology,EDP Services,7021214812.0,medium
DLCA,Finance,Business Services,260820000.0,micro
DLCAU,Finance,Business Services,0.0,nano
DLCAW,Finance,Business Services,0.0,nano
DLHC,Consumer Discretionary,Business Services,166222334.0,micro
DLNG,,,93477707.0,micro
DLO,Consumer Discretionary,Business Services,4265145161.0,medium
DLPN,Consumer Discretionary,Advertising,21755931.0,nano
DLR,Real Estate,Real Estate Investment Trusts,30086330856.0,large
DLTH,Consumer Discretionary,Department/Specialty Retail Stores,206218090.0,micro
DLTR,Consumer Discretionary,Department/Specialty Retail Stores,32403526174.0,large
DLX,Consumer Discretionary,Advertising,766097296.0,small
DLY,Finance,Investment Managers,654939341.0,small
DM,Technology,Computer peripheral equipment,495420284.0,small
DMA,Finance,Trusts Except Educational Religious and Charitable,59336642.0,micro
DMAC,Health Care,Pharmaceuticals and Biotechnology,41780046.0,nano
DMAQ,Industrials,Consumer Electronics/Appliances,168275968.0,micro
DMB,Finance,Trusts Except Educational Religious and Charitable,199758150.0,micro
DMF,Finance,Finance/Investors Services,132846509.0,micro
DMLP,Energy,Oil & Gas Production,1064041501.0,small
DMO,Finance,Trusts Except Educational Religious and Charitable,122767812.0,micro
DMRC,Technology,EDP Services,430171954.0,small
DMS,Consumer Discretionary,Advertising,55896854.0,micro
DMTK,Health Care,Managed Health Care,67378792.0,micro
DMYS,Industrials,Consumer Electronics/Appliances,301271250.0,small
DNA,Health Care,Biotechnology: Biological Products (No Diagnostic Substances),3259166173.0,medium
DNAB,Finance,Business Services,318900000.0,small
DNAD,Finance,Business Services,318900000.0,small
DNAY,Health Care,Medical Specialities,35721326.0,nano
DNB,Technology,Internet and Information Services,5821371223.0,medium
DNLI,Health Care,Biotechnology: Biological Products (No Diagnostic Substances),4178986564.0,medium
DNMR,Industrials,Plastic Products,202777346.0,micro
DNN,,,912658290.0,small
DNOW,Industrials,Metal Fabrications,1388227670.0,small
DNP,Finance,Investment Managers,3946831472.0,medium
DNUT,Consumer Discretionary,Specialty Foods,2434535768.0,medium
DNZ,Industrials,Consumer Electronics/Appliances,358656250.0,small
DO,Energy,Oil & Gas Production,898236511.0,small
DOC,Real Estate,Real Estate Investment Trusts,3389673771.0,medium
DOCN,Technology,Retail: Computer Software & Peripheral Equipment,2886024027.0,medium
DOCS,Technology,Retail: Computer Software & Peripheral Equipment,6993097287.0,medium
DOCU,Technology,EDP Services,11973965513.0,large
DOGZ,Consumer Discretionary,Miscellaneous manufacturing industries,41237972.0,nano
DOLE,,,979357680.0,small
DOMA,Finance,Real Estate,138001145.0,micro
DOMO,Technology,Computer Software: Prepackaged Software,573791885.0,small
DOOO,,,6180731705.0,medium
DOOR,,,1676494846.0,small
DORM,Consumer Discretionary,Auto Parts:O.E.M.,2625021941.0,medium
DOUG,Real Estate,Building operators,333117468.0,small
DOV,Industrials,Industrial Machinery/Components,19747800765.0,large
DOW,Industrials,Industrial Specialties,36145076056.0,large
DOX,Technology,EDP Services,10941121310.0,large
DOYU,Technology,Computer Software: Programming Data Processing,415903830.0,small
DPCS,Finance,Business Services,294112500.0,micro
DPCSU,Finance,Business Services,0.0,nano
DPCSW,Finance,Business Services,0.0,nano
DPG,Finance,Trusts Except Educational Religious and Charitable,507208340.0,small
DPRO,Consumer Discretionary,Electronic Components,32787485.0,nano
DPSI,Technology,Retail: Computer Software & Peripheral Equipment,74048915.0,micro
DPZ,Consumer Discretionary,Food Distributors,12982368254.0,large
DQ,Technology,Semiconductors,3463314375.0,medium
DRAY,Finance,Business Services,364046875.0,small
DRAYU,Finance,Business Services,0.0,nano
DRAYW,Finance,Business Services,0.0,nano
DRCT,Consumer Discretionary,Advertising,40336410.0,nano
DRCTW,Consumer Discretionary,Advertising,0.0,nano
DRD,Basic Materials,Precious Metals,612595178.0,small
DRH,Real Estate,Real Estate Investment Trusts,1884373470.0,small
DRI,Consumer Discretionary,Restaurants,17617617143.0,large
DRIO,Health Care,Medical/Dental Instruments,100176042.0,micro
DRMA,Health Care,Biotechnology: Pharmaceutical Preparations,2490636.0,nano
DRMAW,Health Care,Biotechnology: Pharmaceutical Preparations,0.0,nano
DRQ,Industrials,Metal Fabrications,777440120.0,small
DRRX,Health Care,Biotechnology: Pharmaceutical Preparations,91371792.0,micro
DRS,Industrials,Military/Government/Technical,1718250000.0,small
DRTS,Health Care,Medical/Dental Instruments,245681118.0,micro
DRTSW,Health Care,Biotechnology: Pharmaceutical Preparations,0.0,nano
DRTT,,,33567710.0,nano
DRUG,Health Care,Pharmaceuticals and Biotechnology,15377905.0,nano
DRVN,,,4699031599.0,medium
DS,Consumer Discretionary,Movies/Entertainment,22172405.0,nano
DSAQ,Industrials,Consumer Electronics/Appliances,294400000.0,micro
DSEY,Consumer Discretionary,Specialty Chemicals,1644281932.0,small
DSGN,Health Care,Biotechnology: Pharmaceutical Preparations,496481430.0,small
DSGR,Industrials,Industrial Machinery/Components,744921657.0,small
DSGX,,,5970338598.0,medium
DSKE,,,278674315.0,micro
DSL,Finance,Trusts Except Educational Religious and Charitable,1229061777.0,small
DSM,Finance,Investment Managers,286686408.0,micro
DSP,Technology,EDP Services,50031891.0,micro
DSS,,,30027709.0,nano
DSU,Finance,Finance Companies,442797964.0,small
DSWL,Industrials,Plastic Products,51458074.0,micro
DSX,Consumer Discretionary,Marine Transportation,314629412.0,small
DT,Technology,EDP Services,11747280644.0,large
DTB,Utilities,Electric Utilities: Central,0.0,nano
DTC,Miscellaneous,Diversified Commercial Services,253729953.0,micro
DTE,Utilities,Electric Utilities: Central,23365284115.0,large
DTEA,,,19799124.0,nano
DTF,Finance,Investment Managers,77887602.0,micro
DTG,Utilities,Electric Utilities: Central,0.0,nano
DTIL,Health Care,Biotechnology: Pharmaceutical Preparations,136479515.0,micro
DTM,Utilities,Oil & Gas Production,5555441444.0,medium
DTOC,Industrials,Consumer Electronics/Appliances,415207500.0,small
DTOCU,Industrials,Consumer Electronics/Appliances,0.0,nano
DTOCW,Industrials,Consumer Electronics/Appliances,0.0,nano
DTRT,Industrials,Consumer Electronics/Appliances,295550000.0,micro
DTRTW,Industrials,Consumer Electronics/Appliances,0.0,nano
DTSS,Technology,Retail: Computer Software & Peripheral Equipment,35501802.0,nano
DTST,Technology,EDP Services,12075165.0,nano
DTSTW,Technology,EDP Services,0.0,nano
DTW,Utilities,Electric Utilities: Central,0.0,nano
DUET,Miscellaneous,Other Pharmaceuticals,113475600.0,micro
DUK,Utilities,Power Generation,79547484348.0,large
DUKB,Utilities,Power Generation,0.0,nano
DUNE,Industrials,Consumer Electronics/Appliances,53187283.0,micro
DUNEU,Industrials,Consumer Electronics/Appliances,0.0,nano
DUNEW,Industrials,Consumer Electronics/Appliances,0.0,nano
DUO,Technology,Computer Software: Programming Data Processing,4529567.0,nano
DUOL,Technology,Computer Software: Prepackaged Software,2961313012.0,medium
DUOT,Technology,Computer Software: Prepackaged Software,14495298.0,nano
DV,Technology,Computer Software: Prepackaged Software,4133418431.0,medium
DVA,Health Care,Medical/Nursing Services,6731371000.0,medium
DVAX,Health Care,Biotechnology: Pharmaceutical Preparations,1473605352.0,small
DVN,Energy,Oil & Gas Production,40477104000.0,large
DWAC,Industrials,Consumer Electronics/Appliances,797511750.0,small
DWACU,Industrials,Consumer Electronics/Appliances,0.0,nano
DWACW,Industrials,Consumer Electronics/Appliances,0.0,nano
DWSN,Energy,Oil & Gas Production,47624658.0,nano
DX,Real Estate,Real Estate Investment Trusts,605796199.0,small
DXC,Technology,EDP Services,6278479936.0,medium
DXCM,Health Care,Medical Specialities,46926499606.0,large
DXF,Consumer Discretionary,Apparel,4781334.0,nano
DXLG,Consumer Discretionary,Clothing/Shoe/Accessory Stores,389808176.0,small
DXPE,Industrials,Industrial Machinery/Components,508336075.0,small
DXR,Health Care,Medical/Dental Instruments,40579389.0,nano
DXYN,Consumer Discretionary,Home Furnishings,14815671.0,nano
DY,Industrials,Water Sewer Pipeline Comm & Power Line Construction,2695862867.0,medium
DYAI,Health Care,Biotechnology: Biological Products (No Diagnostic Substances),35132613.0,nano
DYN,Health Care, Medicinal Chemicals and Botanical Products ,719351110.0,small
DYNT,Health Care,Medical/Dental Instruments,9261830.0,nano
DZSI,Utilities,Telecommunications Equipment,349074410.0,small
E,Energy,Oil & Gas Production,50717123608.0,large
EA,Consumer Discretionary,Recreational Games/Products/Toys,34416161970.0,large
EAC,Industrials,Consumer Electronics/Appliances,346725000.0,small
EACPU,Industrials,Consumer Electronics/Appliances,0.0,nano
EACPW,Industrials,Consumer Electronics/Appliances,0.0,nano
EAD,Finance,Finance/Investors Services,399431802.0,small
EAF,Consumer Discretionary,Metal Fabrications,1288118657.0,small
EAI,,,0.0,nano
EAR,Health Care,Medical Specialities,275749945.0,micro
EARN,Real Estate,Real Estate Investment Trusts,94968787.0,micro
EAST,Consumer Staples,Beverages (Production/Distribution),4276335.0,nano
EAT,Consumer Discretionary,Restaurants,1571048487.0,small
